zip,region,dog_patients,dog_enet_predictions,total_popE,median_incomeE,median_ageE,median_rentE,pct_seniors_65p,pct_poverty,pct_bach_plus,pct_renter,pct_white,pct_hispanic,pct_non_english,pct_unemployed
75039,DFW,39,26.825566128070967,21795,100474,32.7,1765,0.057169075476026614,0.06328300674590427,0.7256086828982106,0.8474261454095171,0.3963753154393209,0.15329203945859143,0.4546624430805781,0.028147659854976928
75040,DFW,275,283.5865041746706,63143,70592,36,1494,0.1298956337202857,0.11479973276492858,0.20824513905980802,0.31327883560961023,0.437689055002138,0.49403734380691444,0.5572023230051362,0.04566401340594889
75041,DFW,142,176.84059607452522,31344,62744,30.6,1266,0.10292240939254722,0.16101667787061044,0.13073144104803494,0.41036184210526316,0.4777628892291986,0.7096733027054619,0.6797322807619701,0.04019442886520845
75042,DFW,119,98.42023094756465,37925,60118,32.9,1239,0.0994067237969677,0.14651685393258426,0.16955684007707128,0.4128672304071136,0.4179564930784443,0.5299406723796968,0.6581249299091623,0.049767921609076844
75043,DFW,285,170.80157836398138,64296,72079,35.3,1399,0.12751959686450168,0.1062250499001996,0.2160793058315963,0.4026150912557886,0.433541744432002,0.3512815727261416,0.3861197903751096,0.06405066219420508
75044,DFW,99,80.02583638102053,47010,84016,36.1,1625,0.14437353754520316,0.08630595095180929,0.38110697348738026,0.3844837072812863,0.4444586258242927,0.263348223782174,0.433307421464173,0.05206866364709017
75048,DFW,60,11.825278591147018,28210,126792,40.4,1677,0.1250620347394541,0.020245071923281833,0.4232403856121074,0.11732647814910026,0.5697624955689472,0.09712867777383906,0.26564766261296446,0.050729040097205344
75050,DFW,111,183.46299858295868,43856,68421,31.8,1334,0.11029277635899307,0.14319076838538328,0.20310995399265308,0.5676261219436707,0.46062112367749,0.5636400948558921,0.5087659241509157,0.0511993549687563
75051,DFW,140,281.4338322130143,40166,49485,31.4,1144,0.1089976597121944,0.19232691827043238,0.11893062380278172,0.5324303987960873,0.4358910521336454,0.697331076034457,0.617840851495185,0.053708968725768934
75052,DFW,289,970.2458459692108,94636,84055,34.8,1611,0.1029523648505854,0.08015388528551444,0.2959245030900284,0.33349464447025423,0.35298406526057735,0.3944482015300731,0.380757225303721,0.053130267976515724
75054,DFW,45,28.60918588879354,17261,154412,36.5,1738,0.06540756618967615,0.036513272284687606,0.5554068266564681,0.0744788504351346,0.3808585829326227,0.1528880134407045,0.20420420420420415,0.023511870627365525
75056,DFW,76,108.43737311780632,65785,111589,36.6,1679,0.08441133997111804,0.07281302297276739,0.5153895004233701,0.40311702168197233,0.5731245724709281,0.19375237516151098,0.2559335313897685,0.03873796176512865
75057,DFW,12,46.6131053258046,17280,73935,31.3,1483,0.07505787037037037,0.16790238776344213,0.2821296296296296,0.6155248367005924,0.6105324074074074,0.4376157407407407,0.36465139884539743,0.03145358306188925
75058,DFW,2,6.624630220071974,3801,113194,34.7,1403,0.0897132333596422,0.04104183109707971,0.428322440087146,0.16795201371036847,0.797947908445146,0.1699552749276506,0.146095717884131,0.030784508440913606
75060,DFW,259,364.09884520907895,48997,67479,33,1320,0.11245586464477417,0.13224693173232044,0.19135698102999357,0.3586387434554974,0.43882278506847355,0.6890830050819438,0.6623176769704269,0.04864620567812975
75061,DFW,170,344.0305388097851,56319,58236,31.9,1196,0.08718194570216091,0.1510069519099835,0.1591168299458985,0.6046959405252179,0.43855537207691897,0.7054990322981587,0.697122149617379,0.046247331253079324
75062,DFW,136,172.34854669644093,52772,68692,31.1,1306,0.08207003714090806,0.07323758783105552,0.32758245515869316,0.5896971412397396,0.4170014401576594,0.4959069203365421,0.611117943672365,0.039594083247334023
